sensor,timestamp,moisture,below_30,day_of_week,hour_of_day,month,year,time_of_day
sensor2,2024-01-05 20:15:31.641004,0.72,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.641004,0.33,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.641004,0.49,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.649797,0.8,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.649797,0.03,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.649797,0.07,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.649797,0.53,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.658955,0.52,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.658955,0.75,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.658955,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.658955,0.1,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.667710,0.1,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.667710,0.98,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.667710,0.89,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.667710,0.58,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.676992,0.11,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.676992,0.41,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.676992,0.54,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.676992,0.28,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.685947,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.685947,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.685947,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.685947,0.05,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.694881,0.61,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.694881,0.18,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.694881,0.76,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.694881,0.35,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.704115,0.45,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.704115,0.26,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.704115,0.08,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.704115,0.04,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.713049,0.61,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.713049,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.713049,0.65,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.713049,0.79,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.722992,0.49,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.722992,0.52,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.722992,0.89,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.722992,0.19,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.732249,0.24,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.732249,0.57,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.732249,0.02,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.732249,0.53,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.741276,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.741276,0.54,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.741276,0.59,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.741276,0.11,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.750481,0.25,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.750481,0.31,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.750481,0.7,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.750481,0.67,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.759547,0.68,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.759547,0.8,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.759547,0.35,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.759547,0.24,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.769110,0.45,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.769110,0.88,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.769110,0.32,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.769110,0.31,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.778711,0.82,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.778711,0.78,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.778711,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.778711,0.07,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.787728,0.46,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.787728,0.05,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.787728,0.22,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.787728,0.2,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.796843,0.04,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.796843,0.56,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.796843,0.58,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.796843,0.24,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.805834,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.805834,0.87,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.805834,0.04,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.805834,0.73,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.814411,0.23,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.814411,0.25,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.814411,0.08,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.814411,0.66,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.823074,0.12,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.823074,0.35,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.823074,0.97,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.823074,0.04,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.832168,0.62,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.832168,0.63,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.832168,0.71,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.832168,0.68,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.841166,0.74,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.841166,0.99,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.841166,0.38,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.841166,0.89,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.850165,0.03,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.850165,0.68,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.850165,0.01,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.850165,0.7,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.858858,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.858858,0.47,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.858858,0.19,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.858858,0.72,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.868223,0.19,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.868223,0.28,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.868223,0.23,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.868223,0.19,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.877405,0.79,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.877405,0.76,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.877405,0.19,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.877405,0.97,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.886449,0.09,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.886449,0.4,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.886449,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.886449,0.13,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.895690,0.71,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.895690,0.98,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.895690,0.59,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.895690,0.16,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.905015,0.97,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.905015,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.905015,0.47,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.905015,0.41,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.914188,0.56,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.914188,0.92,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.914188,0.33,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.914188,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.923201,0.32,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.923201,0.0,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.923201,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.923201,0.46,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.933277,0.7,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.933277,0.41,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.933277,0.78,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.933277,0.88,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.942450,0.4,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.942450,0.61,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.942450,0.45,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.942450,0.33,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.952487,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.952487,0.61,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.952487,0.44,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.952487,0.77,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.962247,0.43,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.962247,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.962247,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.962247,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.971736,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.971736,0.73,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.971736,0.22,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.971736,0.73,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.977283,0.38,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.977283,0.71,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.977283,0.73,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.977283,0.88,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.982908,0.17,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.982908,0.05,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.982908,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.982908,0.36,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:31.992094,0.57,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:31.992094,0.07,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:31.992094,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:31.992094,0.6,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.001737,0.3,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.001737,0.64,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.001737,0.7,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.001737,0.44,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.010996,0.26,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.010996,0.23,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.010996,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.010996,0.24,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.021061,0.32,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.021061,0.93,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.021061,0.06,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.021061,0.44,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.030767,0.09,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.030767,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.030767,0.66,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.030767,0.8,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.039890,0.97,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.039890,0.95,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.039890,0.73,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.039890,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.049118,0.11,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.049118,0.72,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.049118,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.049118,0.29,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.058162,0.01,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.058162,0.61,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.058162,0.36,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.058162,0.02,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.068243,0.68,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.068243,0.46,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.068243,0.55,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.068243,0.48,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.079043,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.079043,0.56,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.079043,0.14,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.079043,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.088474,0.87,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.088474,0.33,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.088474,0.64,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.088474,0.79,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.098360,0.51,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.098360,0.33,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.098360,0.49,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.098360,0.9,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.108079,0.55,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.108079,0.04,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.108079,0.78,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.108079,0.28,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.117564,0.08,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.117564,0.33,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.117564,0.88,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.117564,0.05,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.126993,0.31,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.126993,0.23,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.126993,0.11,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.126993,0.5,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.136003,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.136003,0.1,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.136003,0.73,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.136003,0.92,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.145260,0.61,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.145260,0.19,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.145260,0.45,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.145260,0.63,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.154316,0.06,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.154316,0.47,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.154316,0.39,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.154316,0.56,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.163180,0.83,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.163180,0.78,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.163180,0.06,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.163180,0.22,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.172073,0.67,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.172073,0.89,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.172073,0.34,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.172073,0.87,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.180955,0.79,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.180955,0.72,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.180955,0.05,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.180955,0.42,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.190229,0.86,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.190229,0.21,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.190229,0.88,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.190229,0.09,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.199350,0.38,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.199350,0.17,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.199350,0.82,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.199350,0.53,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.208388,0.88,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.208388,0.96,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.208388,0.49,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.208388,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.218747,0.7,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.218747,0.19,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.218747,0.93,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.218747,0.19,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.227724,0.3,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.227724,0.66,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.227724,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.227724,0.61,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.236843,0.87,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.236843,0.4,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.236843,0.12,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.236843,0.29,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.245183,0.67,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.245183,0.51,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.245183,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.245183,0.21,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.253747,0.98,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.253747,0.67,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.253747,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.253747,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.262074,0.82,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.262074,0.87,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.262074,0.93,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.262074,0.05,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.271150,0.09,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.271150,0.56,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.271150,0.67,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.271150,0.25,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.280365,0.46,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.280365,0.19,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.280365,0.76,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.280365,0.19,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.289424,0.01,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.289424,0.31,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.289424,0.1,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.289424,0.14,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.298517,0.32,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.298517,0.86,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.298517,0.8,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.298517,0.45,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.307440,0.58,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.307440,0.81,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.307440,0.15,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.307440,0.53,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.316048,0.03,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.316048,0.81,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.316048,0.96,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.316048,0.08,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.324439,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.324439,0.76,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.324439,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.324439,0.99,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.333000,1.0,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.333000,0.45,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.333000,0.78,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.333000,0.66,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.342209,0.85,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.342209,0.63,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.342209,0.83,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.342209,0.37,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.351172,0.69,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.351172,0.41,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.351172,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.351172,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.360329,0.86,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.360329,0.8,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.360329,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.360329,0.82,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.369744,0.94,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.369744,0.41,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.369744,0.61,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.369744,0.78,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.378691,0.25,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.378691,0.61,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.378691,0.05,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.378691,0.57,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.387472,0.74,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.387472,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.387472,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.387472,0.52,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.396364,0.61,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.396364,0.96,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.396364,0.46,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.396364,0.77,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.405888,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.405888,0.9,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.405888,0.25,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.405888,0.38,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.414411,0.46,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.414411,0.84,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.414411,0.07,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.414411,0.46,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.422791,0.19,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.422791,0.06,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.422791,0.4,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.422791,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.432246,0.5,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.432246,0.4,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.432246,0.02,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.432246,0.04,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.440450,0.44,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.440450,0.17,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:32.440450,0.85,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:32.440450,0.85,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:32.450073,0.47,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:32.450073,0.65,0,4,20,1,2024,evening
